,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7191,31838777,▼Opening Sale▼Toranomon/Center of Tokyo/Big room 6,230910892,Risa & Kei,,Minato Ku,35.6688,139.75108999999998,Entire home/apt,39964,2,50,2020-02-03,3.8,12,103
7192,31838881,SHINJUKU KABUKICHO AREA! 3MIN TO STN! 10PP!1DK 58㎡,219802340,Plays,,Shinjuku Ku,35.695440000000005,139.70598999999999,Entire home/apt,32036,1,18,2020-02-23,1.43,1,154
7196,31843677,Ancient Japanese style studio,210199913,Satoru,,Shibuya Ku,35.68435,139.68085,Entire home/apt,13032,2,37,2020-01-03,2.85,18,224
7199,31861657,Ikebukuro/Max6/JRYamanoto/Cozyroom/FreeWIFI,219636782,Yuka,,Toshima Ku,35.73232,139.70428,Entire home/apt,19982,2,13,2020-02-05,1.02,19,244
7203,31864255,Female & couple & family. 30㎡ Large room in Ueno.,29737455,Yas,,Taito Ku,35.70877,139.77985,Private room,2932,1,24,2020-02-16,1.88,2,357
7204,31865760,Clean/1min walk Nishi-shinjuku,98770436,Tom,,Shinjuku Ku,35.69597,139.69227,Entire home/apt,10968,1,26,2020-02-15,2.2,11,95
7206,31867362,★self-checking★5min to Shinjuku!NAKANOSAKAUE 1F,235567365,Sakaue,,Nakano Ku,35.69719,139.68395,Entire home/apt,13032,2,15,2020-01-28,1.26,2,217
7207,31868319,"JR Yamanote Line walk 1 mins, Nishinippori  Sta. 1",158518748,洋-Yang,,Arakawa Ku,35.73233,139.76815,Entire home/apt,9991,1,32,2020-02-10,2.53,9,171
7208,31868526,"JR Yamanote Line walk 1 mins, Nishinippori  Sta. 2",158518748,洋-Yang,,Arakawa Ku,35.73346,139.76848,Entire home/apt,9991,1,49,2020-02-24,3.76,9,166
7209,31868603,"JR Yamanote Line walk 1 mins, Nishinippori  Sta. 3",158518748,洋-Yang,,Arakawa Ku,35.73255,139.76818,Entire home/apt,9991,1,33,2020-02-22,2.66,9,161
7210,31868666,"JR Yamanote Line walk 1 mins, Nishinippori  Sta. 4",158518748,洋-Yang,,Arakawa Ku,35.73268,139.76973,Entire home/apt,6081,1,45,2020-02-22,3.45,9,169
7211,31868772,"JR Yamanote Line walk 1 mins, Nishinippori  Sta. 5",158518748,洋-Yang,,Arakawa Ku,35.73264,139.7686,Entire home/apt,9991,1,34,2020-02-15,2.7,9,124
7212,31868894,"JR Yamanote Line walk 1 mins, Nishinippori  Sta  6",158518748,洋-Yang,,Arakawa Ku,35.7334,139.76795,Entire home/apt,9991,1,33,2020-02-06,2.53,9,184
7213,31868979,"JR Yamanote Line walk 1 mins, Nishinippori  Sta. 7",158518748,洋-Yang,,Arakawa Ku,35.73216,139.76803,Entire home/apt,9991,1,22,2020-01-02,1.76,9,151
7214,31871026,New Open/Shibuya&Harajuku/Free wifi/302,102440305,Myriam,,Shibuya Ku,35.672779999999996,139.70901,Entire home/apt,8253,1,16,2020-02-08,1.27,4,159
7215,31873179,★New Open★[Ueno/Asakusa]The lovely House,238684830,Noel,,Taito Ku,35.71407,139.78545,Entire home/apt,18787,1,27,2020-01-03,2.2,1,328
7216,31873400,JR Otsuka 4minu/PER4MAX/FreeWifi/Yutaka Bldg 302,238887942,Miho,,Toshima Ku,35.72952,139.72641000000002,Entire home/apt,15747,2,29,2019-11-08,2.43,4,180
7217,31874426,"New★8ppl, near Ikebukuro sta. Whole house, Wifi",193037192,Zhiguo,,Toshima Ku,35.735,139.73054,Entire home/apt,24977,2,25,2020-01-31,2.05,1,229
7218,31884478,JR Otsuka 4minu/PER4MAX/FreeWifi/Yutaka Bldg 302,238887942,Miho,,Toshima Ku,35.729459999999996,139.72835,Entire home/apt,15747,3,34,2020-01-01,2.66,4,258
7220,31889662,Family/7BEDS/Central 3LDK 8mins walk Ikebukuro st.,9848132,Yopey,,Toshima Ku,35.72553,139.71542,Entire home/apt,39964,1,27,2020-01-25,2.1,24,215
7225,31912063,Sun Hotel Tokyo Twin Beds Apartment,210478015,渟蓉Teresa,,Adachi Ku,35.746109999999994,139.78976,Entire home/apt,6950,2,19,2020-01-08,1.48,3,324
7226,31912113,"aobaya青葉屋101室,山手线田端北口徒步5分,独立空间,阳光满满｡",239235012,和,,Kita Ku,35.7408,139.76401,Entire home/apt,14986,1,43,2020-02-24,3.77,2,166
7228,31918296,4 minutes fromsubway!Asakusa/ TokyoSkyTree/ UEno,234477095,Vivian,,Katsushika Ku,35.748490000000004,139.8393,Private room,5973,2,46,2020-01-26,3.84,14,112
7232,31931599,5min to station! Ryokan for 3ppl ! IN-207,213704055,Natumi,,Shinjuku Ku,35.68867,139.68642,Hotel room,14986,1,15,2020-02-06,1.36,38,220
7234,31932169,annual sale!5min to station! Ryokan for 3 ! IN-203,213704055,Natumi,,Shinjuku Ku,35.69037,139.68818000000002,Hotel room,13032,1,20,2020-02-08,1.67,38,192
7235,31932605,NEW! Easy access to Shinjuku 2min/Free Wi-Fi/MAX 8,230782825,Jun,,Shibuya Ku,35.67954,139.6846,Entire home/apt,24977,2,24,2020-02-14,2.1,3,184
7239,31934086,6 min to sta! 2bathrooms ! 3bedrooms! Ueno/Sensoji,183877565,UI Home Company,,Taito Ku,35.72455,139.78923,Entire home/apt,23457,1,36,2020-02-10,2.8,32,162
7241,31934989,Near Shibuya Crossing & JR Station 5min S103,231408160,Shinji,,Shibuya Ku,35.66039,139.6941,Entire home/apt,9991,1,40,2020-02-09,3.18,47,71
7243,31935281,Near Shibuya Crossing & JR Station 5min S401,231408160,Shinji,,Shibuya Ku,35.660579999999996,139.69463000000002,Entire home/apt,9991,1,27,2020-02-24,2.28,47,112
7246,31935612,Room 101# New apartment/Quiet block,232836811,Youjiang,,Itabashi Ku,35.76193,139.69926999999998,Entire home/apt,5973,1,16,2020-01-29,1.25,58,151
7250,31936258,◆Free WIFI◆Near Shinjuku! Luxury flat / #703,239454273,Azuma,,Shinjuku Ku,35.69833,139.70514,Entire home/apt,5973,2,34,2020-01-18,2.66,2,331
7251,31937065,◇Free WIFI◇Shinjuku 8min!Luxury apt/#805,239454273,Azuma,,Shinjuku Ku,35.69677,139.70573000000002,Entire home/apt,8036,2,33,2020-01-26,2.65,2,352
7253,31938752,JROtsuka3min#Ikebukuro3min by tram#FreeWifi&Max5,237334997,純,,Toshima Ku,35.73424,139.72776000000002,Entire home/apt,11294,2,21,2019-12-30,1.81,3,170
7254,31940978,Sun Hotel Tokyo Two Bedrooms (Separated) Apartment,210478015,渟蓉Teresa,,Adachi Ku,35.74568,139.79095,Entire home/apt,10534,2,33,2020-02-22,2.58,3,227
7255,31957514,402NewlyRenovated/Shinjuku6mins/EarlyCheckin/WIFI,239444333,Yuko,,Nakano Ku,35.68995,139.67373999999998,Entire home/apt,13032,1,27,2020-02-10,2.14,4,84
7256,31962068,新宿御苑201-shinjukugyoen,63571865,Lei,,Shinjuku Ku,35.68589,139.7163,Entire home/apt,18027,2,26,2020-02-09,2.06,4,265
7258,31963738,Shinjuku 4 minutes 新宿御苑301-shinjukugyoen,63571865,Lei,,Shinjuku Ku,35.68546,139.71608999999998,Entire home/apt,18027,2,23,2019-12-03,1.84,4,189
7259,31963829,"UP to 7PPL, 20mins to Shinjuku. Free Pocket WiFi",239665052,Hiro,,Setagaya Ku,35.64267,139.60555,Entire home/apt,12054,1,40,2020-02-16,3.22,6,250
7260,31964257,新宿御苑401-shinjukugyoen,63571865,Lei,,Shinjuku Ku,35.68412,139.71662,Entire home/apt,18027,1,21,2020-01-31,1.83,4,201
7261,31964625,House UP to 6PPL near Shinagawa Free Pocket WiFi,239665052,Hiro,,Shinagawa Ku,35.61908,139.74589,Entire home/apt,8036,1,49,2020-01-20,3.87,6,241
7262,31967211,★Asakusa north★station 8min- FemaleDormitory,238837762,& AND HOSTEL-ASAKUSA North-,,Taito Ku,35.727540000000005,139.79891999999998,Hotel room,1520,1,25,2020-02-22,3.13,6,266
7263,31967460,New LOFT Apartment Ikebukuro Free WiFi up to 2PPL,239692287,Shu,,Toshima Ku,35.72136,139.72251,Entire home/apt,6950,1,17,2019-09-25,1.43,16,269
7264,31967550,Two-story House 6 min from Sangenjaya,231202563,Rintaro,,Setagaya Ku,35.64343,139.66571000000002,Entire home/apt,9991,2,24,2020-02-16,1.92,1,83
7267,31967885,*M2 Tokyo Station 15 min / Morishita Station 1 mim,227941688,Sita,,Koto Ku,35.68786,139.79842,Entire home/apt,14986,1,44,2020-02-20,3.44,15,333
7270,31968827,*M3 Tokyo Station 15 min / Morishita Station 1 mim,227941688,Sita,,Koto Ku,35.68723,139.79949,Entire home/apt,14009,1,48,2020-02-21,3.95,15,303
7271,31969283,*M4 Tokyo Station 15 min / Morishita Station 1 mim,227941688,Sita,,Koto Ku,35.68888,139.79795,Entire home/apt,14009,1,49,2020-02-22,3.83,15,283
7272,31969604,*M5 Tokyo Station 15 min / Morishita Station 1 mim,227941688,Sita,,Koto Ku,35.689040000000006,139.79821,Entire home/apt,14009,1,39,2020-02-11,3.04,15,312
7273,31973338,Many yummy foods!2mins walk Higashi Shinjuku Sta.,239728662,Meno,,Shinjuku Ku,35.698479999999996,139.70553999999998,Entire home/apt,11837,1,20,2020-02-15,1.57,1,243
7274,31973781,2min from Nippori station   SUMOÙ ROOM 203,216661143,龍蔵,,Taito Ku,35.726890000000004,139.76841000000002,Private room,9991,1,54,2020-02-20,4.54,1,226
7277,31979097,NEW Open Toshima Vibrant House-Near ｻﾝｼｬｲﾝ池袋,165882068,黄,,Toshima Ku,35.72661,139.72835,Entire home/apt,19982,1,22,2020-01-21,1.71,1,176
7278,31979864,501NewlyRenovated/Shinjuku6mins/EarlyCheckin/WIFI,239444333,Yuko,,Nakano Ku,35.688759999999995,139.67427,Entire home/apt,18027,1,27,2020-01-08,2.15,4,84
7281,31984500,"Superior 2 Bedroom Flat in Akasaka, Roppongi Area",150370604,Jacob & Natsuka,,Minato Ku,35.67006,139.72998,Entire home/apt,25086,2,34,2020-01-26,2.62,8,267
7282,31984971,Luxury Stay Apartment Asakusa&Tokyo Skytree,58033573,H2O Stay,,Koto Ku,35.68967,139.81509,Entire home/apt,29973,1,25,2020-01-13,2.32,16,165
7284,31989112,SHAREHOUSE NEAR SHINJUKU(TOKYO PROPER),119191690,Shizuya,,Kokubunji Shi,35.7086,139.47138,Private room,2606,2,29,2020-01-04,2.28,6,231
7285,31991686,★self-checking★5min to Shinjuku! NAKANOSAKAUE 234F,235567365,Sakaue,,Nakano Ku,35.69616,139.68573999999998,Entire home/apt,10968,2,23,2019-12-30,2.08,2,232
7286,31992435,ShibuyaSta5minsWalk/EarlyCheckin/5ppl/WIFI,215613212,Yota,,Shibuya Ku,35.66049,139.69716,Entire home/apt,18027,1,44,2019-11-17,3.48,2,76
7287,31992438,浅草･晴空塔近在咫尺 带露台!4LDK/renos/最寄駅5分 Sui 's house No.3,53382064,Sui,,Sumida Ku,35.72517,139.81541,Entire home/apt,19982,1,12,2020-01-04,1.11,3,353
7288,31994593,301 Gallery street beside the river 90s Nakame-Sta,213641008,Riko,,Meguro Ku,35.64638,139.69953999999998,Entire home/apt,9014,2,50,2020-02-16,4.13,4,206
7289,31994933,Cherry blossom viewing (Website hidden by Airbnb) cozy 90sec Sta.,213641008,Riko,,Meguro Ku,35.64646,139.69945,Entire home/apt,9014,2,42,2020-02-23,3.37,4,236
7292,31996998,Pebliss楓･弐  大山駅､池袋駅まで電車で3駅5分 大容量無料高速Wi-Fi完備,218190604,Fukuda,,Itabashi Ku,35.75307,139.69907,Entire home/apt,8471,1,17,2019-11-30,1.38,29,75
7294,31998578,"Nice APT w/loft, 20mins to SHINJUKU, Free WiFi ①",239665052,Hiro,,Setagaya Ku,35.64271,139.60499,Entire home/apt,8036,1,25,2020-02-14,2.29,6,263
7295,31999001,"Nice APT w/loft, 20mins to SHINJUKU, Free WiFi ②",239665052,Hiro,,Setagaya Ku,35.64199,139.60611,Entire home/apt,8036,1,14,2020-01-30,1.25,6,263
7296,32001608,3BR Ebisu house. Government/ fire station approved,21680385,Eren,,Shibuya Ku,35.64696,139.719,Entire home/apt,49955,2,14,2020-01-16,1.33,1,264
7298,32020863,"The apartment hotel ZEN: 3 big bedrooms, 134㎡",58103809,Yong,,Bunkyo Ku,35.72667,139.72655,Entire home/apt,24000,1,34,2020-02-22,2.73,7,144
7299,32021016,【RitzyStay】A/Shibuya Sta. 6min|SBY Home Theater,225756970,Ruka & Lisa,,Shibuya Ku,35.65912,139.69608,Entire home/apt,19982,2,40,2019-12-22,3.1,5,164
7300,32023033,4mins from sky tree /Sumida area/3rooms/Wifi,178723128,Tingting,,Sumida Ku,35.711909999999996,139.80658,Entire home/apt,14986,1,27,2019-12-15,2.13,5,171
7302,32026700,"Near Olympic Stadium, Comfortable Room in Shinjuku",26461816,Hiroko,,Shinjuku Ku,35.68911,139.71563999999998,Entire home/apt,10751,1,30,2020-01-05,2.31,1,167
7304,32029065,A2【IRIYA&UENO】Brand New! for 3/4min sta/WIFI,49323022,Maison-PHILIPPE,,Taito Ku,35.72313,139.78247,Entire home/apt,13032,1,33,2020-02-25,3.27,15,103
7309,32035102,SHIBUYA URBAN AREA 5min to Sta. Good For Solo,98399298,Masa,,Shibuya Ku,35.66565,139.67768999999998,Private room,6190,2,15,2020-02-13,1.23,6,231
7311,32040663,"3 mins walk from ""OSHIAGE"" station and ""SkyTree""",240222541,Sky,,Sumida Ku,35.712270000000004,139.81062,Private room,38986,1,36,2020-01-18,3.04,4,205
7315,32051992,佐竹商店街附近的独立空间,56161400,钟玲,,Taito Ku,35.70473,139.78394,Entire home/apt,5973,1,13,2020-01-20,1.05,2,73
7316,32053240,Otsuka 5min|JR Yamanote|Max6|WIFI|OVO202A,232659832,Akira,,Toshima Ku,35.7288,139.733,Entire home/apt,9991,1,26,2020-02-16,2.1,31,171
7318,32059515,Otsuka 5min|JR Yamanote|Max6|WIFI|OVO203,232659832,Akira,,Toshima Ku,35.72865,139.73266999999998,Entire home/apt,9991,1,22,2020-01-19,1.77,31,148
7319,32062208,東京S-1 専用貸切3ｰ4人花小金井駅徒歩2分.新宿25分.JR日暮里40分.Wi-Fi有.2階,136428063,桜花小道SAKURA Komichi,,Kodaira Shi,35.726279999999996,139.51158,Entire home/apt,5756,4,20,2020-02-07,1.8,5,231
7321,32072907,Perfect for group and family trip!,192201877,Chika,,Shinjuku Ku,35.69826,139.70546000000002,Entire home/apt,24977,1,28,2020-01-25,2.39,5,141
7322,32078563,Asakusa Underground/quiet/15mins to Ueno&Asakusa,240573868,Takeshi,,Taito Ku,35.72466,139.79654,Entire home/apt,9557,1,58,2020-02-18,4.58,1,156
7324,32093276,Asakusa Area. 浅草､雷門201,40553944,Katutoshi,,Taito Ku,35.710770000000004,139.78972,Entire home/apt,6081,3,14,2020-02-04,1.18,4,76
7330,32096550,ZEN Tatammi japanese Direct to Shinjuku in 20min.,116761693,Kenji,,Nishitokyo Shi,35.727140000000006,139.54578,Private room,6950,1,37,2020-02-23,2.94,3,216
7333,32115813,Shinjuku area!/Free WiFi/MAX3ppl/KT115,216992649,Fuyumi,,Shinjuku Ku,35.69812,139.69405,Private room,49955,1,21,2020-02-14,1.79,5,269
7335,32118000,YAMANOTE LINE! IKEBUKURO STN10MIN! 8PPL! 3LDK 60㎡!,240963373,Plays,,Toshima Ku,35.73323,139.71221,Entire home/apt,28018,1,40,2020-01-31,3.17,2,162
7336,32118578,"aobaya青葉屋201室,山手线田端北口徒步5分,独立空间,阳光满满｡",239235012,和,,Kita Ku,35.7408,139.76402,Entire home/apt,14986,1,44,2020-01-28,3.88,2,154
7337,32135007,NEW Shinjuku room KT416 8min walk to STN/3pax/WiFi,216992649,Fuyumi,,Shinjuku Ku,35.69812,139.69405,Entire home/apt,49955,1,21,2020-01-02,1.82,5,260
7339,32141598,#Ikebukuro3min #Shinjuku#Tokyo#Harajuku#Wifi&Max5,237334997,純,,Toshima Ku,35.732479999999995,139.72721,Entire home/apt,10534,2,19,2020-02-06,1.65,3,154
7340,32145539,"★SALE NOW! Shinjuku 3BR, WiFi, 4 min from JR line",240100147,Yuka,,Shinjuku Ku,35.6871,139.72853999999998,Entire home/apt,22045,1,24,2019-12-29,2.04,1,103
7341,32147444,New!!4min Station-Near Shinjuku Luxuary house#102,240968897,Kanako,,Shinjuku Ku,35.694140000000004,139.6969,Entire home/apt,9991,2,42,2019-11-27,3.31,8,339
7342,32147796,New!!4min Station-Near Shinjuku Luxuary house#301,240968897,Kanako,,Shinjuku Ku,35.69638,139.69682,Entire home/apt,8036,2,35,2020-01-02,2.75,8,344
7343,32147801,Popular Shibuya area! Excellent access! Free wifi!,148465041,Claude,,Shibuya Ku,35.67216,139.67085,Entire home/apt,14986,1,33,2020-02-26,5.21,1,82
7344,32147939,New!!4min Station-Near Shinjuku Luxuary house#302,240968897,Kanako,,Shinjuku Ku,35.69558,139.69679,Entire home/apt,9991,2,35,2019-11-07,2.76,8,334
7345,32148107,New!!4min Station-Near Shinjuku Luxuary house#303,240968897,Kanako,,Shinjuku Ku,35.694390000000006,139.69581000000002,Entire home/apt,9991,2,38,2019-09-29,2.99,8,321
7346,32148585,New!!4min Station-Near Shinjuku Luxuary house#202,240968897,Kanako,,Shinjuku Ku,35.69627,139.69636,Entire home/apt,8036,2,35,2019-09-16,2.73,8,327
7347,32148630,[501]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70476,139.79063,Entire home/apt,15529,1,75,2020-02-23,5.97,14,110
7348,32149303,JR Shinkoiwa 5min|☆Disneyland☆|Shinjuku|WIFI|Max12,221617005,Ikuo,,Katsushika Ku,35.716809999999995,139.8612,Entire home/apt,19982,2,27,2020-02-20,2.29,14,106
7350,32149801,"Good deal, good location, dormitory bed",226002770,Asako,,Taito Ku,35.71179,139.7935,Shared room,1846,1,4,2020-02-27,4.0,4,105
7351,32150948,plat hostel keikyu minowa forest Standard Double,238814725,Plat Hostel Keikyu Minowa Forest,,Taito Ku,35.72728,139.79188,Hotel room,4235,1,126,2020-02-14,11.6,6,267
7353,32151179,plat hostel keikyu minowa forest Standard Twin,238814725,Plat Hostel Keikyu Minowa Forest,,Taito Ku,35.726690000000005,139.79202,Hotel room,4235,1,20,2020-02-21,1.94,6,266
7354,32154864,☆100㎡☆3Bd Room at Shinjuku3Story House for 9PAX,12945448,Mina,,Shibuya Ku,35.68885,139.68222,Entire home/apt,14009,2,19,2020-01-10,1.53,5,142
7356,32169135,[502]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70465,139.79086999999998,Entire home/apt,20959,1,83,2020-02-24,6.97,14,136
7357,32169205,"Uhome Shinokachimachi Apartment, 2mn to station",73463626,Hara,,Taito Ku,35.705690000000004,139.78101999999998,Entire home/apt,90027,1,28,2019-12-24,2.23,79,297
7358,32169557,[601] Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.705009999999994,139.79211999999998,Entire home/apt,14986,1,78,2020-02-21,6.21,14,120
7359,32169695,[602]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70434,139.79061000000002,Entire home/apt,18461,1,74,2020-02-25,5.86,14,127
7360,32170251,[702]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70438,139.79222,Entire home/apt,18461,1,75,2020-02-22,6.03,14,138
7361,32170324,[802]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70508,139.79181,Entire home/apt,18027,1,86,2020-02-22,6.94,14,128
7362,32170430,[9F]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70641,139.79198,Entire home/apt,17050,1,83,2020-02-16,6.62,14,125
7363,32170487,[4F]Airport Direct!Metro 1min!Asakusa!,241166766,Tokyo Kuramae,,Taito Ku,35.70592,139.79187,Entire home/apt,24000,1,73,2020-02-26,5.95,14,148
7364,32171666,Unique 2 Bedroom in Shinjuku + Free pocket WIFI,241372894,Luna,,Shinjuku Ku,35.70077,139.69768,Entire home/apt,18027,2,41,2020-02-11,3.25,1,123
7368,32172953,CentralTokyo M602 CozyPlace/Shinjuku/4min/freewifi,103176462,Nina,,Shinjuku Ku,35.6883,139.72402,Entire home/apt,39964,1,11,2020-02-01,1.34,5,177
7371,32176723,独享空间 远离病毒 新宿繁华街別荘(可駐車､JR车站走3分鐘),155263140,Tomoko,,Shinjuku Ku,35.70171,139.6929,Entire home/apt,15964,1,34,2019-12-25,2.69,1,249
7374,32182588,CentralTokyo M403 CozyPlace/Shinjuku/4min/freewifi,103176462,Nina,,Shinjuku Ku,35.686809999999994,139.7249,Entire home/apt,29973,1,20,2020-01-04,2.12,5,202
7375,32182914,CentralTokyo M302 CozyPlace/Shinjuku/4min/freewifi,103176462,Nina,,Shinjuku Ku,35.68693,139.72613,Entire home/apt,39964,1,21,2020-01-08,1.98,5,174
7378,32194541,"22 新宿区, Shinjuku and Quiet residential. WIFI, 7min",233600403,Misaki,,Shibuya Ku,35.685590000000005,139.67821999999998,Entire home/apt,22045,3,48,2020-02-25,4.11,3,177
7379,32195262,"Ikebukuro-池袋商圈高品质两室一厅,超级商圈,交通枢纽九条线路全东京覆盖,直达机场!",207024011,Ting,,Toshima Ku,35.73672,139.70626000000001,Entire home/apt,18461,2,18,2020-02-09,3.21,14,189
7380,32195894,SHINJUKU Sta 6 MIN by train/FREE Wi-Fi/MAX12people,208140260,Tarou,,Nakano Ku,35.69798,139.66464,Private room,24977,2,59,2020-02-20,4.89,4,342
7384,32196645,"【2 Twin】Sumiyoshi Sta. 10 min, Free wifi # 201&202",67661297,Masahiro,,Koto Ku,35.68166,139.81486999999998,Entire home/apt,13032,2,15,2020-01-20,1.36,3,206
7385,32197426,TataMi hotel 2BR 301/Skytree/Asakusa,235406925,Sayoko佐代子,,Sumida Ku,35.70825,139.81355,Entire home/apt,21828,1,22,2020-02-02,1.94,18,93
7386,32197708,TataMi hotel 1BR 501/Skytree/Asakusa,235406925,Sayoko佐代子,,Sumida Ku,35.70775,139.814,Entire home/apt,14986,1,16,2019-12-17,1.41,18,90
7387,32199002,IKEbukuro/Max6/JRYamanote/9min Shinjuku/Yukata,219636782,Yuka,,Toshima Ku,35.73242,139.7021,Entire home/apt,14009,1,24,2020-02-14,1.93,19,188
7388,32199450,Old Japanese Style Studio【和】,210199913,Satoru,,Shinjuku Ku,35.68347,139.68973,Entire home/apt,10968,2,29,2020-02-12,2.35,18,239
7395,32202350,"31. 新宿,Shinjuku and Quiet residential. WIFI, 7min",233600403,Misaki,,Shibuya Ku,35.686820000000004,139.67973,Entire home/apt,19982,3,49,2020-02-22,4.13,3,205
7396,32206271,Shinjuku 4min  4BR 2bathroom from May free parking,27774528,Enjoy,,Shibuya Ku,35.689890000000005,139.68133,Entire home/apt,25955,1,27,2020-02-18,2.23,1,115
7397,32212925,Newly remodeled Flat in the Heart of Shimokita 2,150370604,Jacob & Natsuka,,Setagaya Ku,35.66183,139.66921000000002,Entire home/apt,25303,2,45,2020-02-16,3.75,8,347
7401,32223882,Spacious Room Near Shinjuku! 12min Sta. Free Wifi!,241780496,Maki,,Shibuya Ku,35.67881,139.67053,Entire home/apt,100018,2,35,2020-01-06,2.79,1,321
7409,32230025,"江户小屋欢迎大家来投宿!它位于东京新小岩车站6分钟,闹中取静,周边环境优美､便利｡欢迎Family｡",133103747,玲燕,,Edogawa Ku,35.71237,139.85779,Entire home/apt,12054,2,19,2020-02-14,1.66,1,146
7410,32236798,Residence hostel URA-ASAKUSA-ART 201/FreeWifi/5ppl,231298585,Pia,,Taito Ku,35.72443,139.79745,Entire home/apt,9991,2,50,2020-02-23,4.03,4,274
7411,32240498,Residence hostel URA-ASAKUSA-ART 202/FreeWifi/5ppl,231298585,Pia,,Taito Ku,35.72273,139.79716000000002,Entire home/apt,49955,2,45,2020-02-23,3.63,4,75
7412,32240851,Residence hostel URA-ASAKUSA-ART 402/FreeWifi/4ppl,231298585,Pia,,Taito Ku,35.72424,139.79733000000002,Entire home/apt,49955,2,49,2020-02-07,3.92,4,80
7416,32243193,"NEW OPEN!Shibuya 7min! Shinjuku, Harajuku closed",150411219,Ryoko,,Shibuya Ku,35.68391,139.69939,Entire home/apt,28018,2,21,2020-02-23,1.85,3,183
7423,32249128,JR駅徒歩3分､新宿､秋葉原､東京駅成田空港迄直通｡商店街､24時間ﾚｽﾄﾗﾝ､ｽｰﾊﾟｰ非常に便利｡,29410164,JCK Residence,,Katsushika Ku,35.71517,139.85837,Private room,13032,3,20,2020-01-04,1.72,4,243
7424,32251257,8mins Akiba walk/Free WIFI/Max8/luggages storage,239022640,Jiang,,Taito Ku,35.70479,139.77898000000002,Entire home/apt,24543,30,36,2019-12-15,2.85,1,353
7427,32272398,SHINJUKU W. ★ Samurai House ★ Large Families OK,4626879,Sam,,Nakano Ku,35.694590000000005,139.67611000000002,Entire home/apt,32470,2,29,2020-02-17,2.37,14,272
7428,32273238,"Cozy Hse, 3min walk to sta.!Cozy Room AS998",218188314,Inori And Kenichi,,Toshima Ku,35.73624,139.72673999999998,Entire home/apt,19982,1,16,2020-01-24,1.4,4,170
7431,32278085,Free pickup service★Private House in Asakusa/TypeA,95647959,Makoto And Yuki,,Taito Ku,35.72013,139.79847,Entire home/apt,22045,2,55,2020-02-24,4.56,7,253
7432,32280001,Free pickup service★Private House in Asakusa/TypeB,95647959,Makoto And Yuki,,Taito Ku,35.72203,139.79793999999998,Entire home/apt,22045,2,48,2020-02-12,3.88,7,280
7433,32280713,Free pickup service★Private House in Asakusa/TypeX,95647959,Makoto And Yuki,,Taito Ku,35.72195,139.79782,Entire home/apt,19982,2,46,2020-02-22,3.79,7,264
7434,32285046,Huge Japanese house – Shibuya 22 Min Direct Train,242149091,Hiro,,Toshima Ku,35.73672,139.73049,Entire home/apt,34968,2,14,2020-02-08,2.13,1,267
7435,32292271,"MOMIJI 北千住整套出租,最大8人,浅草上野秋葉原,羽田空港ﾊﾞｽ直通,千住大橋8分､北千住11分",242383256,佑衣,,Adachi Ku,35.74672,139.79752,Entire home/apt,12814,2,28,2020-02-02,3.21,3,317
7441,32296070,"twin beds, WIFI /hot water/bathtub, 10min Sta.",232836811,Youjiang,,Itabashi Ku,35.76112,139.70005,Entire home/apt,5973,1,22,2020-01-24,1.98,58,173
7447,32320579,3A日本式26平Serviced Residencial Hotel #3人间,240163052,You-Trip,,Sumida Ku,35.71652,139.80893,Entire home/apt,13466,1,22,2020-01-16,1.8,12,275
7448,32325004,池袋Area /Florence 椎名町 To 池袋 1 sta.+ Free wifi,24575613,Momoe,,Toshima Ku,35.730470000000004,139.69348,Entire home/apt,11403,3,16,2020-01-07,1.33,3,270
7449,32329967,6mins to Ikebukuro#Ikebukuro area#Max7#Free WiFi,37977138,健英,,Toshima Ku,35.72918,139.71725,Entire home/apt,18027,1,35,2020-02-01,2.92,2,158
7450,32341232,早稲田駅より徒歩10分｡9人宿泊可｡新宿区､池袋､東京､上野に便利｡早稲田大学近く｡,242816987,Yasuko,,Shinjuku Ku,35.71095,139.72109,Entire home/apt,13575,1,11,2020-01-23,2.39,1,146
7451,32342720,Full Renovated WAREHOUSE/Best Location Ueno_K12,90411373,Kei,,Taito Ku,35.70469,139.77653,Entire home/apt,32579,2,15,2020-01-31,1.33,13,153
7452,32344722,"Tokyo mimihouse 东京都内,车站步行两分钟,Position is superior.",116456630,扬,,Sumida Ku,35.69558,139.79298,Entire home/apt,6950,2,24,2019-12-09,1.98,24,165
